523,1,6.3,6.05,-187.3,116.386,,,
524,37,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
525,1,6.3,6.05,-187.3,10.623,,,
526,2,56.7,6.05,-134.8,715.461,,,
527,38,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
528,1,6.3,6.05,-187.3,11.276,,,
529,39,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
530,1,6.3,6.05,-187.3,109.191,,,
531,40,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
532,1,6.3,6.05,-187.3,112.971,,,
533,41,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
534,1,6.3,6.05,-187.3,104.253,,,
535,42,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
536,1,6.3,6.05,-187.3,104.615,,,
537,43,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
538,1,6.3,6.05,-187.3,114.397,,,
539,44,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
540,1,6.3,6.05,-187.3,111.971,,,
541,45,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
542,1,6.3,6.05,-187.3,115.004,,,
543,2,6.3,-30.25,-134.8,457.958,,,
544,46,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
545,1,6.3,6.05,-187.3,108.219,,,
546,47,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
547,1,6.3,6.05,-187.3,109.704,,,
548,48,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
549,1,6.3,6.05,-187.3,124.846,,,
550,49,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
551,1,6.3,6.05,-187.3,114.076,,,
552,50,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
553,1,6.3,6.05,-187.3,114.953,,,
554,51,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
555,1,6.3,6.05,-187.3,106.837,,,
556,52,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
557,1,6.3,6.05,-187.3,107.081,,,
558,53,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
559,1,6.3,6.05,-187.3,11.451,,,
560,54,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
561,1,6.3,6.05,-187.3,11.366,,,
562,2,-18.9,-18.15,-134.8,417.796,,,
563,55,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
564,1,6.3,6.05,-187.3,116.826,,,
565,56,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
566,1,6.3,6.05,-187.3,109.579,,,
567,2,44.1,-30.25,-134.8,66.845,,,
568,57,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
569,1,6.3,6.05,-187.3,115.869,,,
570,58,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
571,1,6.3,6.05,-187.3,119.365,,,
572,59,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
573,1,6.3,6.05,-187.3,117.333,,,
574,60,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
575,1,6.3,6.05,-187.3,117.024,,,
576,61,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
577,1,6.3,6.05,-187.3,120.772,,,
578,62,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
579,1,6.3,6.05,-187.3,119.028,,,
580,2,-6.3,-30.25,-134.8,440.428,,,
581,63,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
582,1,6.3,6.05,-187.3,11.902,,,
583,64,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
584,1,6.3,6.05,-187.3,121.326,,,
585,65,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
586,1,6.3,6.05,-187.3,117.806,,,
587,66,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
588,1,6.3,6.05,-187.3,12.071,,,
589,67,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
590,1,6.3,6.05,-187.3,116.151,,,
591,68,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
592,1,6.3,6.05,-187.3,113.056,,,
593,69,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
594,1,6.3,6.05,-187.3,109.085,,,
595,70,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
596,1,6.3,6.05,-187.3,117.212,,,
597,71,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
598,1,6.3,6.05,-187.3,110.294,,,
599,72,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
600,1,6.3,6.05,-187.3,110.238,,,
601,73,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
602,1,6.3,6.05,-187.3,119.464,,,
603,74,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
604,1,6.3,6.05,-187.3,109.133,,,
605,75,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
606,1,6.3,6.05,-187.3,112.473,,,
607,76,10.0,1.0,1.0,-220.0,0.0,0.0,2.0
608,1,6.3,6.05,-187.3,112.362,,,
609,2,-18.9,-6.05,-134.8,410.042,,,
610,77,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
611,1,6.3,6.05,-187.3,108.369,,,
612,78,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
613,1,6.3,6.05,-187.3,114.344,,,
614,79,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
615,1,6.3,6.05,-187.3,119.583,,,
616,80,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
617,1,6.3,6.05,-187.3,112.975,,,
618,81,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
619,1,6.3,6.05,-187.3,11.339,,,
620,82,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
621,1,6.3,6.05,-187.3,116.581,,,
622,83,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
623,1,6.3,6.05,-187.3,110.763,,,
624,84,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
625,1,6.3,6.05,-187.3,113.284,,,
626,85,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
627,1,6.3,6.05,-187.3,113.571,,,
628,86,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
629,1,6.3,6.05,-187.3,109.146,,,
630,87,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
631,1,-6.3,6.05,-187.3,110.097,,,
632,88,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
633,1,6.3,6.05,-187.3,107.891,,,
634,89,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
635,1,6.3,6.05,-187.3,116.033,,,
636,90,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
637,1,6.3,6.05,-187.3,11.507,,,
638,91,10.0,1.0,1.0,-220.0,0.0,0.0,1.0
639,1,6.3,6.05,-187.3,112.658,,,
640,1,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
641,1,6.3,6.05,-187.3,117.108,,,
642,2,6.3,-6.05,-134.8,291.438,,,
643,3,6.3,-6.05,-96.9,431.865,,,
644,4,-6.3,-18.15,-13.2,778.629,,,
645,2,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
646,1,6.3,6.05,-187.3,115.393,,,
647,2,6.3,6.05,-134.8,307.452,,,
648,3,6.3,6.05,-96.9,466.888,,,
649,4,18.9,18.15,-13.2,846.909,,,
650,3,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
651,1,6.3,6.05,-187.3,115.211,,,
652,2,6.3,6.05,-134.8,308.279,,,
653,3,6.3,6.05,-96.9,43.218,,,
654,4,6.3,6.05,-13.2,715.662,,,
655,4,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
656,1,6.3,6.05,-187.3,114.445,,,
657,3,6.3,6.05,-96.9,450.663,,,
658,3,6.3,-6.05,-96.9,456.509,,,
659,5,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
660,1,6.3,6.05,-187.3,108.793,,,
661,3,-6.3,-6.05,-96.9,442.586,,,
662,4,-18.9,-18.15,-13.2,827.845,,,
663,6,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
664,1,6.3,6.05,-187.3,113.429,,,
665,2,6.3,6.05,-134.8,298.435,,,
666,3,6.3,6.05,-96.9,437.279,,,
667,4,6.3,18.15,-13.2,818.474,,,
668,7,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
669,1,6.3,6.05,-187.3,111.318,,,
670,3,-6.3,6.05,-96.9,41.825,,,
671,4,-6.3,18.15,-13.2,779.938,,,
672,8,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
673,1,6.3,6.05,-187.3,112.316,,,
674,3,-6.3,6.05,-96.9,421.199,,,
675,4,-6.3,6.05,-13.2,752.349,,,
676,9,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
677,1,6.3,6.05,-187.3,110.053,,,
678,2,-6.3,-6.05,-134.8,303.412,,,
679,3,-6.3,-6.05,-96.9,452.568,,,
680,4,6.3,-18.15,-13.2,781.133,,,
681,4,6.3,-6.05,-13.2,765.619,,,
682,10,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
683,1,6.3,6.05,-187.3,114.355,,,
684,2,6.3,-6.05,-134.8,291.553,,,
685,3,-6.3,-6.05,-96.9,433.201,,,
686,4,-6.3,-6.05,-13.2,747.287,,,
687,11,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
688,1,6.3,6.05,-187.3,112.282,,,
689,2,-6.3,-6.05,-134.8,280.078,,,
690,3,-6.3,-6.05,-96.9,449.208,,,
691,4,-18.9,-6.05,-13.2,764.157,,,
692,4,-6.3,-6.05,-13.2,733.518,,,
693,12,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
694,1,6.3,6.05,-187.3,119.544,,,
695,2,6.3,-6.05,-134.8,305.717,,,
696,3,6.3,-6.05,-96.9,453.703,,,
697,4,18.9,-18.15,-13.2,796.691,,,
698,13,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
699,1,6.3,6.05,-187.3,113.648,,,
700,3,-6.3,-6.05,-96.9,440.142,,,
701,4,18.9,30.25,-13.2,895.521,,,
702,14,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
703,1,6.3,6.05,-187.3,113.691,,,
704,2,-6.3,6.05,-134.8,282.629,,,
705,3,-6.3,6.05,-96.9,428.413,,,
706,4,-6.3,6.05,-13.2,736.163,,,
707,15,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
708,1,6.3,6.05,-187.3,107.909,,,
709,2,-6.3,6.05,-134.8,297.426,,,
710,3,-6.3,6.05,-96.9,438.708,,,
711,16,133.0,1.0,1.0,-220.0,0.0,0.0,1.0
712,1,6.3,6.05,-187.3,117.185,,,
713,17,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
714,1,6.3,6.05,-187.3,109.708,,,
715,2,6.3,6.05,-134.8,312.523,,,
716,3,6.3,-6.05,-96.9,438.547,,,
717,4,-6.3,-6.05,-13.2,74.494,,,
718,18,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
719,1,6.3,6.05,-187.3,111.687,,,
720,4,-18.9,6.05,-13.2,771.869,,,
721,19,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
722,1,6.3,6.05,-187.3,113.925,,,
723,2,6.3,6.05,-134.8,301.168,,,
724,3,6.3,6.05,-96.9,444.331,,,
725,20,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
726,1,6.3,6.05,-187.3,112.777,,,
727,2,6.3,-6.05,-134.8,288.414,,,
728,3,6.3,6.05,-96.9,430.252,,,
729,4,6.3,6.05,-13.2,743.417,,,
730,21,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
731,1,6.3,6.05,-187.3,106.844,,,
732,2,6.3,6.05,-134.8,292.502,,,
733,4,6.3,-6.05,-13.2,701.777,,,
734,22,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
735,1,6.3,6.05,-187.3,111.535,,,
736,2,6.3,6.05,-134.8,300.185,,,
737,3,6.3,6.05,-96.9,434.425,,,
738,4,6.3,6.05,-13.2,697.895,,,
739,23,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
740,1,6.3,6.05,-187.3,112.079,,,
741,2,6.3,6.05,-134.8,292.973,,,
742,4,-6.3,6.05,-13.2,756.704,,,
743,24,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
744,1,6.3,6.05,-187.3,107.338,,,
745,2,-6.3,-6.05,-134.8,303.644,,,
746,3,-18.9,6.05,-96.9,490.319,,,
747,25,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
748,1,6.3,6.05,-187.3,109.885,,,
749,3,-6.3,6.05,-96.9,421.555,,,
750,4,-6.3,6.05,-13.2,724.474,,,
751,26,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
752,1,6.3,6.05,-187.3,108.459,,,
753,2,6.3,6.05,-134.8,30.093,,,
754,3,6.3,6.05,-96.9,429.374,,,
755,27,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
756,1,6.3,6.05,-187.3,107.891,,,
757,2,-6.3,-6.05,-134.8,304.817,,,
758,3,-6.3,-6.05,-96.9,450.182,,,
759,4,-18.9,-6.05,-13.2,768.877,,,
760,28,133.0,1.0,1.0,-220.0,0.0,0.0,6.0
761,1,6.3,6.05,-187.3,115.256,,,
762,3,6.3,6.05,-96.9,426.193,,,
763,4,18.9,-18.15,-13.2,830.933,,,
764,3,6.3,-6.05,-96.9,41.409,,,
765,4,6.3,6.05,-13.2,712.024,,,
766,4,-6.3,-6.05,-13.2,70.807,,,
767,29,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
768,1,6.3,6.05,-187.3,106.115,,,
769,2,-6.3,-6.05,-134.8,307.266,,,
770,3,-6.3,-6.05,-96.9,457.358,,,
771,4,-18.9,-18.15,-13.2,813.307,,,
772,30,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
773,1,6.3,6.05,-187.3,10.818,,,
774,2,6.3,6.05,-134.8,292.997,,,
775,3,6.3,6.05,-96.9,420.207,,,
776,4,-6.3,6.05,-13.2,754.364,,,
777,31,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
778,1,6.3,6.05,-187.3,114.644,,,
779,2,-6.3,6.05,-134.8,291.744,,,
780,3,-6.3,6.05,-96.9,425.025,,,
781,4,-6.3,6.05,-13.2,745.859,,,
782,32,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
783,1,6.3,6.05,-187.3,109.604,,,
784,2,-6.3,6.05,-134.8,292.888,,,
785,3,-6.3,6.05,-96.9,449.359,,,
786,4,-6.3,6.05,-13.2,752.736,,,
787,33,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
788,1,6.3,6.05,-187.3,10.616,,,
789,2,6.3,6.05,-134.8,314.948,,,
790,3,6.3,6.05,-96.9,440.741,,,
791,4,6.3,6.05,-13.2,749.778,,,
792,34,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
793,1,6.3,6.05,-187.3,114.632,,,
794,2,-6.3,6.05,-134.8,296.771,,,
795,3,-6.3,6.05,-96.9,43.054,,,
796,4,-31.5,6.05,-13.2,851.188,,,
797,4,-18.9,6.05,-13.2,798.846,,,
798,35,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
799,1,6.3,6.05,-187.3,122.598,,,
800,2,6.3,6.05,-134.8,298.321,,,
801,3,6.3,6.05,-96.9,424.976,,,
802,4,-6.3,18.15,-13.2,792.408,,,
803,36,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
804,1,6.3,6.05,-187.3,108.961,,,
805,3,6.3,-6.05,-96.9,424.529,,,
806,4,6.3,-6.05,-13.2,734.736,,,
807,37,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
808,1,6.3,6.05,-187.3,116.994,,,
809,2,6.3,6.05,-134.8,291.951,,,
810,3,-6.3,6.05,-96.9,437.841,,,
811,4,-18.9,18.15,-13.2,800.708,,,
812,38,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
813,1,6.3,6.05,-187.3,118.627,,,
814,2,-6.3,6.05,-134.8,293.997,,,
815,3,-6.3,6.05,-96.9,448.756,,,
816,4,-18.9,6.05,-13.2,793.482,,,
817,39,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
818,1,6.3,6.05,-187.3,102.296,,,
819,2,6.3,6.05,-134.8,292.316,,,
820,3,6.3,6.05,-96.9,442.367,,,
821,3,-6.3,6.05,-96.9,447.833,,,
822,40,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
823,1,6.3,6.05,-187.3,114.732,,,
824,2,6.3,6.05,-134.8,292.786,,,
825,4,-6.3,6.05,-13.2,73.609,,,
826,41,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
827,1,6.3,6.05,-187.3,110.093,,,
828,2,6.3,-6.05,-134.8,288.324,,,
829,3,6.3,6.05,-96.9,431.843,,,
830,4,-6.3,18.15,-13.2,808.227,,,
831,42,133.0,1.0,1.0,-220.0,0.0,0.0,6.0
832,1,6.3,6.05,-187.3,118.967,,,
833,2,6.3,-6.05,-134.8,291.017,,,
834,4,6.3,-6.05,-13.2,727.295,,,
835,3,-6.3,6.05,-96.9,441.913,,,
836,4,-18.9,-6.05,-13.2,836.244,,,
837,4,-18.9,-18.15,-13.2,86.891,,,
838,43,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
839,1,6.3,6.05,-187.3,114.247,,,
840,2,6.3,6.05,-134.8,292.679,,,
841,3,6.3,6.05,-96.9,424.289,,,
842,4,-6.3,6.05,-13.2,728.953,,,
843,44,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
844,1,6.3,6.05,-187.3,115.067,,,
845,2,6.3,6.05,-134.8,285.008,,,
846,3,6.3,6.05,-96.9,406.166,,,
847,4,6.3,6.05,-13.2,713.041,,,
848,45,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
849,1,6.3,6.05,-187.3,111.137,,,
850,3,6.3,6.05,-96.9,448.441,,,
851,4,31.5,6.05,-13.2,885.318,,,
852,46,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
853,1,6.3,6.05,-187.3,107.098,,,
854,2,6.3,6.05,-134.8,306.355,,,
855,3,6.3,6.05,-96.9,453.957,,,
856,4,18.9,18.15,-13.2,820.442,,,
857,47,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
858,1,6.3,6.05,-187.3,115.924,,,
859,2,-6.3,-6.05,-134.8,291.476,,,
860,3,-6.3,-6.05,-96.9,456.242,,,
861,4,-18.9,-6.05,-13.2,805.074,,,
862,48,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
863,1,6.3,6.05,-187.3,109.544,,,
864,2,6.3,6.05,-134.8,308.657,,,
865,3,6.3,6.05,-96.9,454.022,,,
866,4,31.5,6.05,-13.2,851.469,,,
867,4,6.3,6.05,-13.2,724.046,,,
868,49,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
869,1,6.3,6.05,-187.3,118.345,,,
870,2,6.3,6.05,-134.8,289.528,,,
871,3,6.3,-6.05,-96.9,432.594,,,
872,4,18.9,-6.05,-13.2,798.975,,,
873,50,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
874,1,6.3,6.05,-187.3,111.037,,,
875,2,-6.3,-6.05,-134.8,292.285,,,
876,3,-6.3,-6.05,-96.9,411.647,,,
877,4,-6.3,-6.05,-13.2,700.721,,,
878,51,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
879,1,6.3,6.05,-187.3,112.636,,,
880,2,6.3,6.05,-134.8,292.042,,,
881,3,6.3,6.05,-96.9,426.328,,,
882,4,6.3,6.05,-13.2,722.089,,,
883,52,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
884,1,6.3,6.05,-187.3,111.407,,,
885,3,-6.3,-6.05,-96.9,425.692,,,
886,53,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
887,1,6.3,6.05,-187.3,116.411,,,
888,3,6.3,6.05,-96.9,426.506,,,
889,4,6.3,6.05,-13.2,700.991,,,
890,54,133.0,1.0,1.0,-220.0,0.0,0.0,6.0
891,1,6.3,6.05,-187.3,122.621,,,
892,3,-6.3,-6.05,-96.9,469.466,,,
893,4,-18.9,-18.15,-13.2,858.936,,,
894,3,6.3,-30.25,-96.9,595.765,,,
895,3,-6.3,6.05,-96.9,420.364,,,
896,4,-6.3,18.15,-13.2,77.905,,,
897,55,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
898,1,6.3,6.05,-187.3,117.089,,,
899,3,6.3,-6.05,-96.9,430.878,,,
900,4,18.9,-30.25,-13.2,872.611,,,
901,56,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
902,1,6.3,6.05,-187.3,110.626,,,
903,4,-6.3,6.05,-13.2,710.092,,,
904,57,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
905,1,6.3,6.05,-187.3,108.875,,,
906,3,-6.3,6.05,-96.9,428.868,,,
907,4,-6.3,-6.05,-13.2,740.741,,,
908,58,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
909,1,6.3,6.05,-187.3,113.108,,,
910,3,6.3,6.05,-96.9,441.489,,,
911,4,6.3,-6.05,-13.2,755.869,,,
912,59,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
913,1,6.3,6.05,-187.3,116.455,,,
914,2,6.3,6.05,-134.8,292.008,,,
915,3,6.3,6.05,-96.9,419.735,,,
916,4,6.3,6.05,-13.2,71.146,,,
917,4,18.9,-6.05,-13.2,833.394,,,
918,60,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
919,1,6.3,6.05,-187.3,111.239,,,
920,3,-6.3,6.05,-96.9,456.699,,,
921,61,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
922,1,6.3,6.05,-187.3,119.258,,,
923,2,6.3,-6.05,-134.8,2.92,,,
924,4,-6.3,6.05,-13.2,717.488,,,
925,62,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
926,1,6.3,6.05,-187.3,115.362,,,
927,4,6.3,-6.05,-13.2,712.287,,,
928,63,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
929,1,6.3,6.05,-187.3,108.322,,,
930,2,6.3,6.05,-134.8,313.096,,,
931,3,6.3,6.05,-96.9,4.316,,,
932,4,-6.3,-30.25,-13.2,860.167,,,
933,64,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
934,1,6.3,6.05,-187.3,11.425,,,
935,4,-6.3,-18.15,-13.2,779.963,,,
936,65,133.0,1.0,1.0,-220.0,0.0,0.0,5.0
937,1,6.3,6.05,-187.3,114.501,,,
938,2,-6.3,-6.05,-134.8,303.788,,,
939,3,-6.3,6.05,-96.9,467.987,,,
940,4,-18.9,6.05,-13.2,782.337,,,
941,4,6.3,-30.25,-13.2,864.924,,,
942,66,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
943,1,6.3,6.05,-187.3,119.922,,,
944,2,6.3,6.05,-134.8,292.219,,,
945,3,6.3,6.05,-96.9,424.205,,,
946,4,6.3,-6.05,-13.2,695.321,,,
947,67,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
948,1,6.3,6.05,-187.3,115.736,,,
949,2,-6.3,6.05,-134.8,294.663,,,
950,3,-6.3,6.05,-96.9,427.998,,,
951,4,-6.3,6.05,-13.2,714.248,,,
952,68,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
953,1,6.3,6.05,-187.3,11.012,,,
954,2,6.3,6.05,-134.8,294.795,,,
955,3,6.3,6.05,-96.9,435.511,,,
956,69,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
957,1,6.3,6.05,-187.3,108.311,,,
958,2,6.3,6.05,-134.8,305.742,,,
959,3,6.3,6.05,-96.9,441.168,,,
960,4,6.3,6.05,-13.2,732.314,,,
961,70,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
962,1,6.3,6.05,-187.3,114.625,,,
963,4,6.3,6.05,-13.2,693.786,,,
964,71,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
965,1,6.3,6.05,-187.3,113.244,,,
966,2,6.3,6.05,-134.8,290.523,,,
967,3,6.3,6.05,-96.9,435.416,,,
968,4,-6.3,6.05,-13.2,735.418,,,
969,72,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
970,1,6.3,6.05,-187.3,112.202,,,
971,2,6.3,-6.05,-134.8,293.443,,,
972,3,6.3,-6.05,-96.9,429.591,,,
973,2,6.3,6.05,-134.8,285.608,,,
974,73,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
975,1,6.3,6.05,-187.3,107.694,,,
976,2,6.3,6.05,-134.8,29.693,,,
977,4,-6.3,-18.15,-13.2,796.477,,,
978,74,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
979,1,6.3,6.05,-187.3,11.084,,,
980,2,-6.3,6.05,-134.8,288.136,,,
981,4,6.3,6.05,-13.2,722.052,,,
982,75,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
983,1,6.3,6.05,-187.3,117.075,,,
984,2,6.3,-6.05,-134.8,297.649,,,
985,3,6.3,-6.05,-96.9,428.815,,,
986,4,18.9,-6.05,-13.2,797.994,,,
987,76,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
988,1,6.3,6.05,-187.3,116.749,,,
989,3,6.3,-6.05,-96.9,46.304,,,
990,4,31.5,6.05,-13.2,897.498,,,
991,77,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
992,1,6.3,6.05,-187.3,109.825,,,
993,2,6.3,6.05,-134.8,300.839,,,
994,3,6.3,-6.05,-96.9,428.677,,,
995,4,6.3,-6.05,-13.2,729.778,,,
996,78,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
997,1,6.3,6.05,-187.3,112.412,,,
998,2,-6.3,6.05,-134.8,291.575,,,
999,3,-6.3,6.05,-96.9,438.117,,,
1000,4,-18.9,-6.05,-13.2,769.694,,,
1001,79,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1002,1,6.3,6.05,-187.3,114.432,,,
1003,2,6.3,6.05,-134.8,306.526,,,
1004,3,18.9,6.05,-96.9,487.903,,,
1005,4,18.9,6.05,-13.2,825.468,,,
1006,80,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1007,1,6.3,6.05,-187.3,112.805,,,
1008,3,-6.3,-6.05,-96.9,458.002,,,
1009,4,-6.3,-18.15,-13.2,788.391,,,
1010,81,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1011,1,6.3,6.05,-187.3,109.935,,,
1012,2,6.3,6.05,-134.8,298.161,,,
1013,3,6.3,6.05,-96.9,427.667,,,
1014,82,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
1015,1,6.3,6.05,-187.3,112.732,,,
1016,2,-18.9,6.05,-134.8,379.972,,,
1017,3,-31.5,6.05,-96.9,589.566,,,
1018,83,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1019,1,6.3,6.05,-187.3,114.202,,,
1020,2,-6.3,-6.05,-134.8,292.797,,,
1021,3,-6.3,-6.05,-96.9,454.632,,,
1022,4,-18.9,-6.05,-13.2,757.213,,,
1023,84,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1024,1,6.3,6.05,-187.3,113.084,,,
1025,2,6.3,6.05,-134.8,29.148,,,
1026,3,6.3,6.05,-96.9,428.755,,,
1027,4,6.3,6.05,-13.2,745.187,,,
1028,85,133.0,1.0,1.0,-220.0,0.0,0.0,2.0
1029,1,6.3,6.05,-187.3,115.209,,,
1030,4,-6.3,6.05,-13.2,750.024,,,
1031,86,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1032,1,6.3,6.05,-187.3,112.321,,,
1033,2,6.3,6.05,-134.8,289.108,,,
1034,3,6.3,6.05,-96.9,427.469,,,
1035,4,-6.3,6.05,-13.2,719.794,,,
1036,87,133.0,1.0,1.0,-220.0,0.0,0.0,4.0
1037,1,6.3,6.05,-187.3,111.639,,,
1038,2,6.3,-6.05,-134.8,302.825,,,
1039,3,-6.3,-6.05,-96.9,435.682,,,
1040,4,-18.9,-6.05,-13.2,775.143,,,
1041,88,133.0,1.0,1.0,-220.0,0.0,0.0,3.0
